entity_id,transaction_count,fraud_count,fraud_rate,avg_anomaly_score,max_anomaly_score,fraud_rate_norm,anomaly_norm,risk_score,entity_type
3,99121,3438,0.03468488009604423,1334240.6,1674611700.0,0.03468488009604423,1.0,0.420810934018091,id_23
0,180,24,0.13333333333333333,67216.7,2729620.2,0.13333333333333333,0.04671871,0.09868748478591442,id_23
2,600,32,0.05333333333333334,5121.9956,671904.06,0.05333333333333334,0.0,0.032,id_23
1,99,5,0.050505050505050504,6049.154,216112.56,0.050505050505050504,0.0006975737,0.03058205978507458,id_23
357,2,2,1.0,7918.636,13668.001,1.0,9.006982e-05,0.6000360279300366,DeviceInfo
448,3,3,1.0,3123.1091,8920.461,1.0,3.5521218e-05,0.6000142084873005,DeviceInfo
637,2,2,1.0,2505.227,5010.1157,1.0,2.8492876e-05,0.6000113971500468,DeviceInfo
939,3,3,1.0,1746.3286,5238.3096,1.0,1.9860488e-05,0.6000079441952039,DeviceInfo
443,2,2,1.0,1592.4055,2791.7202,1.0,1.810963e-05,0.6000072438519964,DeviceInfo
584,2,2,1.0,560.2139,1120.0896,1.0,6.368561e-06,0.6000025474244012,DeviceInfo
875,2,2,1.0,516.69885,1033.0594,1.0,5.873582e-06,0.6000023494328616,DeviceInfo
795,2,2,1.0,492.5716,984.8234,1.0,5.599137e-06,0.6000022396548047,DeviceInfo
89,4,4,1.0,456.7535,1223.6146,1.0,5.19171e-06,0.6000020766840407,DeviceInfo
229,2,2,1.0,239.72559,407.59796,1.0,2.7230408e-06,0.6000010892163118,DeviceInfo
683,3,3,1.0,166.35199,498.36768,1.0,1.8884239e-06,0.6000007553695695,DeviceInfo
0,2,2,1.0,68.689224,137.04024,1.0,7.775205e-07,0.6000003110081934,DeviceInfo
358,2,2,1.0,55.974964,82.74633,1.0,6.328972e-07,0.6000002531588734,DeviceInfo
876,8,8,1.0,46.997654,184.27248,1.0,5.307812e-07,0.6000002123124858,DeviceInfo
53,2,2,1.0,0.3382127,0.3382127,1.0,3.510428e-11,0.6000000000140417,DeviceInfo
625,32,30,0.9375,171.25218,1060.6813,0.9375,1.9441632e-06,0.5625007776652637,DeviceInfo
252,15,14,0.9333333333333333,8316.996,34268.453,0.9333333333333333,9.460113e-05,0.5600378404511138,DeviceInfo
961,44,37,0.8409090909090909,6.1400356,197.408,0.8409090909090909,6.603022e-08,0.5045454809575413,DeviceInfo
241,11,9,0.8181818181818182,167899.61,757508.1,0.8181818181818182,0.0019098362,0.4916730254221792,DeviceInfo
551,10,8,0.8,252.9866,1760.1134,0.8,2.8738832e-06,0.4800011495533272,DeviceInfo
405,4,3,0.75,5691.437,22172.89,0.75,6.473567e-05,0.45002589426912887,DeviceInfo
414,4,3,0.75,223.91122,811.35504,0.75,2.543154e-06,0.45000101726163844,DeviceInfo
659,8,6,0.75,178.36104,589.6973,0.75,2.0250257e-06,0.45000081001024905,DeviceInfo
862,4,3,0.75,43.880466,158.62097,0.75,4.9532355e-07,0.4500001981294275,DeviceInfo
88,4,3,0.75,0.3382127,0.3382127,0.75,3.510428e-11,0.45000000001404167,DeviceInfo
638,10,7,0.7,560.2953,1777.1522,0.7,6.3694865e-06,0.42000254779456553,DeviceInfo
697,10,7,0.7,366.9326,1824.1875,0.7,4.170007e-06,0.42000166800271016,DeviceInfo
511,3,2,0.6666666666666666,2613.996,7209.7534,0.6666666666666666,2.973011e-05,0.4000118920443128,DeviceInfo
468,3,2,0.6666666666666666,1214.2594,2716.7158,0.6666666666666666,1.3808259e-05,0.4000055233035709,DeviceInfo
550,3,2,0.6666666666666666,614.34784,1842.3671,0.6666666666666666,6.984328e-06,0.4000027937312552,DeviceInfo
377,3,2,0.6666666666666666,117.39085,351.49612,0.6666666666666666,1.3314962e-06,0.40000053259844887,DeviceInfo
440,3,2,0.6666666666666666,28.850897,85.87627,0.6666666666666666,3.243638e-07,0.40000012974552984,DeviceInfo
953,3,2,0.6666666666666666,8.389325,20.063374,0.6666666666666666,9.161564e-08,0.4000000366462558,DeviceInfo
475,2,0,0.0,87912920.0,175825840.0,0.0,1.0,0.4000000059604645,DeviceInfo
557,3,2,0.6666666666666666,0.3382127,0.3382127,0.6666666666666666,3.510428e-11,0.4000000000140417,DeviceInfo
345,3,2,0.6666666666666666,0.3382127,0.3382127,0.6666666666666666,3.510428e-11,0.4000000000140417,DeviceInfo
704,3,2,0.6666666666666666,0.3382127,0.3382127,0.6666666666666666,3.510428e-11,0.4000000000140417,DeviceInfo
390,3,2,0.6666666666666666,0.3382127,0.3382127,0.6666666666666666,3.510428e-11,0.4000000000140417,DeviceInfo
928,3,2,0.6666666666666666,0.3382127,0.3382127,0.6666666666666666,3.510428e-11,0.4000000000140417,DeviceInfo
144,11,7,0.6363636363636364,647.9947,2623.8694,0.6363636363636364,7.3670576e-06,0.38182112864126955,DeviceInfo
665,5,3,0.6,5846.706,16409.709,0.6,6.6501845e-05,0.3600266007391474,DeviceInfo
120,5,3,0.6,1346.3818,3432.4302,0.6,1.5311138e-05,0.36000612445501246,DeviceInfo
417,10,6,0.6,129.58418,624.0297,0.6,1.4701941e-06,0.3600005880776257,DeviceInfo
257,7,4,0.5714285714285714,610.60114,1721.8765,0.5714285714285714,6.94171e-06,0.3428599195412841,DeviceInfo
861,7,4,0.5714285714285714,251.98563,835.8197,0.5714285714285714,2.8624972e-06,0.3428582878560616,DeviceInfo
102,11,6,0.5454545454545454,2700.631,17937.639,0.5454545454545454,3.0715575e-05,0.32728501350295774,DeviceInfo
558,2,1,0.5,6237.621,12474.904,0.5,7.094846e-05,0.30002837938336596,DeviceInfo
219,14,7,0.5,1164.0042,6858.472,0.5,1.323661e-05,0.30000529464432474,DeviceInfo
762,4,2,0.5,1054.4889,4216.941,0.5,1.1990886e-05,0.30000479635446026,DeviceInfo
140,10,5,0.5,461.6041,1795.6265,0.5,5.246885e-06,0.3000020987540665,DeviceInfo
647,6,3,0.5,419.3716,1083.4816,0.5,4.766495e-06,0.3000019065979586,DeviceInfo
330,4,2,0.5,195.16809,456.3089,0.5,2.216204e-06,0.3000008864815868,DeviceInfo
491,2,1,0.5,187.3736,374.40897,0.5,2.1275425e-06,0.3000008510170346,DeviceInfo
749,2,1,0.5,178.60478,264.8105,0.5,2.027798e-06,0.30000081111920734,DeviceInfo
903,4,2,0.5,152.95296,305.5677,0.5,1.7360113e-06,0.3000006944045481,DeviceInfo
750,6,3,0.5,110.74808,501.15274,0.5,1.2559354e-06,0.3000005023741778,DeviceInfo
429,2,1,0.5,64.2652,128.18031,0.5,7.271977e-07,0.30000029087908614,DeviceInfo
812,2,1,0.5,60.2736,120.19713,0.5,6.817937e-07,0.3000002727175001,DeviceInfo
742,4,2,0.5,21.184282,83.722496,0.5,2.371569e-07,0.30000009486276297,DeviceInfo
210,2,1,0.5,20.834436,41.33066,0.5,2.3317745e-07,0.3000000932709767,DeviceInfo
352,6,3,0.5,9.585784,45.43156,0.5,1.05225226e-07,0.3000000420900896,DeviceInfo
787,2,1,0.5,7.0572114,13.77621,0.5,7.6462996e-08,0.30000003058519836,DeviceInfo
393,2,1,0.5,0.3382127,0.3382127,0.5,3.510428e-11,0.3000000000140417,DeviceInfo
958,2,1,0.5,0.3382127,0.3382127,0.5,3.510428e-11,0.3000000000140417,DeviceInfo
615,2,1,0.5,0.3382127,0.3382127,0.5,3.510428e-11,0.3000000000140417,DeviceInfo
980,2,1,0.5,0.3382127,0.3382127,0.5,3.510428e-11,0.3000000000140417,DeviceInfo
342,2,1,0.5,0.3382127,0.3382127,0.5,3.510428e-11,0.3000000000140417,DeviceInfo
339,2,1,0.5,0.3382127,0.3382127,0.5,3.510428e-11,0.3000000000140417,DeviceInfo
940,2,1,0.5,0.3382127,0.3382127,0.5,3.510428e-11,0.3000000000140417,DeviceInfo
516,7,3,0.42857142857142855,1670.8281,5526.0146,0.42857142857142855,1.9001678e-05,0.25715045781418144,DeviceInfo
970,7,3,0.42857142857142855,6.954396,36.47977,0.42857142857142855,7.529348e-08,0.25714288726024837,DeviceInfo
12,12,5,0.4166666666666667,517.5562,4948.3887,0.4166666666666667,5.883334e-06,0.25000235333368437,DeviceInfo
154,5,2,0.4,622.8949,1549.3204,0.4,7.0815504e-06,0.2400028326201118,DeviceInfo
582,5,2,0.4,15.224353,62.57844,0.4,1.6936335e-07,0.24000006774534,DeviceInfo
116,5,2,0.4,11.8119545,57.706924,0.4,1.3054768e-07,0.24000005221907172,DeviceInfo
263,8,3,0.375,175.67186,958.55524,0.375,1.9944364e-06,0.22500079777458948,DeviceInfo
101,16,6,0.375,28.580791,295.78928,0.375,3.212914e-07,0.22500012851656093,DeviceInfo
430,34,12,0.35294117647058826,364.79184,4640.3745,0.35294117647058826,4.145656e-06,0.2117663641448296,DeviceInfo
167,3,1,0.3333333333333333,1345.5883,4036.0764,0.3333333333333333,1.530211e-05,0.20000612084431849,DeviceInfo
143,6,2,0.3333333333333333,755.3271,3627.4138,0.3333333333333333,8.587952e-06,0.20000343518081534,DeviceInfo
205,15,5,0.3333333333333333,589.06335,2454.3838,0.3333333333333333,6.69672e-06,0.2000026786881335,DeviceInfo
203,3,1,0.3333333333333333,481.71487,1279.9181,0.3333333333333333,5.475643e-06,0.2000021902571916,DeviceInfo
87,12,4,0.3333333333333333,229.9947,1594.0436,0.3333333333333333,2.612353e-06,0.20000104494120022,DeviceInfo
376,9,3,0.3333333333333333,129.59183,678.84033,0.3333333333333333,1.4702811e-06,0.20000058811241386,DeviceInfo
441,3,1,0.3333333333333333,64.84495,193.85841,0.3333333333333333,7.3379226e-07,0.200000293516905,DeviceInfo
933,3,1,0.3333333333333333,59.33267,177.32158,0.3333333333333333,6.7109073e-07,0.2000002684363096,DeviceInfo
261,3,1,0.3333333333333333,33.965652,101.220535,0.3333333333333333,3.8254362e-07,0.20000015301745291,DeviceInfo
265,3,1,0.3333333333333333,23.206808,68.93214,0.3333333333333333,2.6016292e-07,0.20000010406517246,DeviceInfo
765,18,6,0.3333333333333333,22.283287,139.02435,0.3333333333333333,2.4965797e-07,0.20000009986319325,DeviceInfo
936,6,2,0.3333333333333333,12.576958,73.75882,0.3333333333333333,1.3924951e-07,0.20000005569980386,DeviceInfo
325,18,6,0.3333333333333333,8.545254,104.3857,0.3333333333333333,9.338931e-08,0.2000000373557256,DeviceInfo
514,3,1,0.3333333333333333,7.49765,21.816525,0.3333333333333333,8.147293e-08,0.200000032589174,DeviceInfo
643,3,1,0.3333333333333333,7.247194,21.065155,0.3333333333333333,7.862402e-08,0.20000003144960912,DeviceInfo
816,3,1,0.3333333333333333,0.34612146,0.35007584,0.3333333333333333,1.250656e-10,0.20000000005002622,DeviceInfo
566,3,1,0.3333333333333333,0.3382127,0.3382127,0.3333333333333333,3.510428e-11,0.2000000000140417,DeviceInfo
182,16,5,0.3125,43.228687,502.77744,0.3125,4.8790963e-07,0.18750019516384953,DeviceInfo
